urn,school_name,la_code,la_name,school_type,phase,address_1,address_2,address_3,town,county,postcode,phone,head_title,head_first_name,head_last_name,website,trust_code,trust_name,pupil_count,headteacher
141054,Heathland School,310,Harrow,Academy converter,Primary,Eastcote Lane,South Harrow,,Harrow,Middlesex,HA2 9AG,2084224503.0,Ms,Fiona,Hopkins,www.heathlandschool.net/,3377.0,HEATHLAND WHITEFRIARS FEDERATION,637.0,Ms Fiona Hopkins
141055,Hillingdon Primary School,312,Hillingdon,Academy converter,Primary,Uxbridge Road,Hillingdon,,Uxbridge,,UB10 0PH,1895590087.0,,Sabrina Kelly,Samina Saidiya,www.hillingdon.hillingdon.sch.uk/,3025.0,THE ELLIOT FOUNDATION ACADEMIES TRUST,685.0,Sabrina Kelly Samina Saidiya
141071,Whitefriars School,310,Harrow,Academy converter,All-through,Whitefriars Avenue,Wealdstone,,Harrow,Middlesex,HA3 5RQ,2084272080.0,Mr,Pritam,Vekaria,www.whitefriarsschool.net,3377.0,HEATHLAND WHITEFRIARS FEDERATION,1443.0,Mr Pritam Vekaria
141082,Oasis Academy Silvertown,316,Newham,Free schools,Secondary,303 North Woolwich Road,,,London,,E16 2BB,2070592500.0,Ms,Emily,Boxer,http://www.oasisacademysilvertown.org/,4076.0,OASIS COMMUNITY LEARNING,511.0,Ms Emily Boxer
141095,East London Arts & Music,211,Tower Hamlets,Free schools 16 to 19,16 plus,Maltings Close,Bromley By Bow,,London,,E3 3TA,2075152159.0,Ms,Yansé,Cooper,http://elam.co.uk/,17339.0,DAY ONE TRUST,275.0,Ms Yansé Cooper
141114,Mayplace Primary School,303,Bexley,Academy sponsor led,Primary,Woodside Road,,,Barnehurst,Kent,DA7 6EQ,1322523256.0,Mr,David,Moss,www.mayplace.bexley.sch.uk/,4245.0,THE PRIMARY FIRST TRUST,643.0,Mr David Moss
141116,Bromley Trust Alternative Provision Academy,305,Bromley,Academy alternative provision sponsor led,Not applicable,Hayes Lane,,,Bromley,Kent,BR2 9EA,2082900274.0,Mr,Rob,Freeman,www.bromleytrustacademy.org.uk,2465.0,LONDON SOUTH EAST ACADEMIES TRUST,53.0,Mr Rob Freeman
141117,St. Mary Cray Primary Academy,305,Bromley,Academy sponsor led,Primary,High Street,St Mary Cray,,Orpington,Kent,BR5 4AR,1689826081.0,Mr,Liam,Frost,www.st-marycray.bromley.sch.uk,3496.0,THE SPRING PARTNERSHIP TRUST,228.0,Mr Liam Frost
141118,New Valley Primary School,306,Croydon,Academy sponsor led,Primary,New Valley Primary School,Purley,Old Lodge Lane,,Surrey,CR8 4AZ,2086601325.0,Mr,Pete,Steward,www.newvalleyprimary.com/,2666.0,PACE ACADEMY TRUST,194.0,Mr Pete Steward
141119,St Mark's Church of England Primary Academy,306,Croydon,Academy sponsor led,Primary,Albert Road,South Norwood,,London,,SE25 4JD,2086543570.0,Ms,Taiwo,Labinjo,www.stmarkscofeprimaryacademy.net,4320.0,REACH2 ACADEMY TRUST,173.0,Ms Taiwo Labinjo
141120,Beulah Infants' School,306,Croydon,Academy sponsor led,Primary,Furze Road,Thornton Heath,,London,Surrey,CR7 8NJ,2086534918.0,Mrs,Nicole,Stephenson-Tye,https://www.pegasusacademytrust.org/beulah-infant-and-nursery-school,4168.0,THE PEGASUS ACADEMY TRUST,200.0,Mrs Nicole Stephenson-Tye
141130,The Pears Family School,206,Islington,Free schools alternative provision,Not applicable,4-8 Rodney Street,,,London,,N1 9JH,2036934911.0,Mr,Matthew,Hillman,www.thefamilyschoollondon.org,5297.0,THE PEARS FAMILY CHARITABLE FOUNDATION SCHOOL,1.0,Mr Matthew Hillman
141133,London Enterprise Academy,211,Tower Hamlets,Free schools,Secondary,81-91 Commercial Road,Whitechapel,Tower Hamlets,London,,E1 1RD,2074260746.0,Mr,ASHID,ALI,http://www.londonenterpriseacademy.org/,5092.0,TOWER HAMLETS ENTERPRISE ACADEMY LTD,415.0,Mr ASHID ALI
141135,The Fulham Boys School,205,Hammersmith and Fulham,Free schools,Secondary,532 Fulham Road,,,London,,SW6 5BD,2073817100.0,Headteacher,David,Smith,http://www.fulhamboysschool.org/,3141.0,FULHAM BOYS SCHOOL LIMITED,808.0,Headteacher David Smith
141139,Education Links,316,Newham,Free schools alternative provision,Not applicable,90 Chandos Road,Stratford,,London,,E15 1TT,2085550850.0,Mr,Errol,Comrie,www.education-links.org,2760.0,COMMUNITY LINKS ACADEMY TRUST,75.0,Mr Errol Comrie
141143,Harris Primary Academy Merton,315,Merton,Academy sponsor led,Primary,Abbotts Road,,,Mitcham,Surrey,CR4 1JW,2086793707.0,Mrs,Emma,Catley,,3320.0,HARRIS FEDERATION,491.0,Mrs Emma Catley
141154,North West London Jewish Day School,304,Brent,Academy converter,Primary,180 Willesden Lane,,,London,,NW6 7PP,2084593378.0,Ms,Judith,Caplan,www.nwljds.org.uk,4030.0,NORTH WEST LONDON JEWISH DAY SCHOOL,202.0,Ms Judith Caplan
141158,St Peter and St Paul Catholic Primary School,305,Bromley,Academy converter,Primary,St Paul's Wood Hill,,,Orpington,Kent,BR5 2SR,1689828208.0,Miss,Kirsty,Everson,http://www.saintpeterandsaintpaulcatholicprimary.co.uk,17515.0,ST OSCAR ROMERO CATHOLIC ACADEMY TRUST,231.0,Miss Kirsty Everson
141163,Woolwich Polytechnic School,203,Greenwich,Academy converter,Secondary,Hutchins Road,Thamesmead,,London,,SE28 8AT,2083107000.0,Mr,Tom,Lawrence,http://woolwichpoly.co.uk/,4220.0,POLYMAT,1592.0,Mr Tom Lawrence
141164,The ArtsXchange,202,Camden,Free schools alternative provision,Not applicable,City Road,,,London,,EC1V 1JX,2045684747.0,Mrs,Gosia,Klosek,https://www.beckmeadtrust.org/artsxchange,17197.0,THE BECKMEAD TRUST,30.0,Mrs Gosia Klosek
141173,Rise Park Junior School,311,Havering,Academy sponsor led,Primary,Annan Way,Rise Park,,Romford,Essex,RM1 4UD,1708761935.0,Mrs,Hayley,Durrant,https://www.riseparkacademies.co.uk,16518.0,SFAET LTD,350.0,Mrs Hayley Durrant
141178,The Warren School,301,Barking and Dagenham,Academy sponsor led,Secondary,Whalebone Lane North,Chadwell Heath,,Romford,Essex,RM6 6SB,2082704500.0,Ms,Jennifer,Ashe,http://www.thewarrenschool.net,3797.0,LOXFORD SCHOOL TRUST LIMITED,1374.0,Ms Jennifer Ashe
141209,Brook House Primary School,309,Haringey,Free schools,Primary,881 High Road,,Tottenham,London,,N17 8EY,2084656226.0,Mr,Adam,Berridge,www.brookhouseprimary.net,3759.0,LION ACADEMY TRUST,412.0,Mr Adam Berridge
141210,The Archbishop Lanfranc Academy,306,Croydon,Academy sponsor led,Secondary,Mitcham Road,,,Croydon,Surrey,CR9 3AS,2086891255.0,Mr,Simon,Trehearn,http://www.lanfranc.org.uk,4931.0,THE BEC TRUST,777.0,Mr Simon Trehearn
141243,Ambitious College,309,Haringey,Special post 16 institution,Not applicable,"Pears Campus At West Thames College, London Road",Isleworth,,London,,TW7 4HS,2038708775.0,Ms,Nicola,Hawkins,www.ambitiousaboutautism.org.uk,,,,Ms Nicola Hawkins
141247,Focus 1st Academy,308,Enfield,Other independent school,Not applicable,339 Bowes Road,New Southgate,,London,,N11 1BA,2083615658.0,Ms,Marina,Savva,www.focus1stacademy.org.uk,,,74.0,Ms Marina Savva
141250,North Bridge House Senior Canonbury School,206,Islington,Other independent school,Not applicable,6-9 Canonbury Place,Islington,London,,,N1 2NQ,2072676266.0,Mrs,Charlotte,Tassell-Dent,www.northbridgehouse.com,,,211.0,Mrs Charlotte Tassell-Dent
141255,John F Kennedy Special School,316,Newham,Academy special converter,Not applicable,Pitchford Street,Stratford,,London,,E15 4RZ,2085348544.0,Mr,James,Robinson,https://www.jfkspecialschool.lihtrust.uk/,3714.0,LEARNING IN HARMONY MULTI ACADEMY TRUST,198.0,Mr James Robinson
141291,Leesons Primary School,305,Bromley,Academy converter,Primary,Leesons Hill,St Paul's Cray,,Orpington,Kent,BR5 2GA,1689602786.0,Mr,Gordon,Jamieson,www.leesons.bromley.sch.uk/,3496.0,THE SPRING PARTNERSHIP TRUST,319.0,Mr Gordon Jamieson
141296,Sheringham Primary School,316,Newham,Academy converter,Primary,Sheringham Avenue,Manor Park,,London,,E12 5PB,2084784244.0,Mr,James,Tancock,www.sheringhamprimaryschool.com,3714.0,LEARNING IN HARMONY MULTI ACADEMY TRUST,603.0,Mr James Tancock
141299,Rise Park Infant School,311,Havering,Academy converter,Primary,Annan Way,Rise Park,,Romford,Essex,RM1 4UD,1708749135.0,Mrs,Hayley,Durrant,https://www.riseparkacademies.co.uk,16518.0,SFAET LTD,296.0,Mrs Hayley Durrant
141309,Leigh Stationers' Academy,203,Greenwich,Academy converter,Secondary,145 Bexley Road,Eltham,,London,,SE9 2PT,2088507678.0,Mr,Joseph,Sparks,www.scwa.org.uk,3725.0,LEIGH ACADEMIES TRUST,1712.0,Mr Joseph Sparks
141311,Nisai Virtual Academy Ltd,310,Harrow,Special post 16 institution,Not applicable,4th Floor,28 Clarendon Road,,Watford,,WD17 1JJ,2084248475.0,Mr,Dhruv,Patel,www.nisai.com,,,,Mr Dhruv Patel
141315,Pulse and Water College,203,Greenwich,Other independent school,Not applicable,138 Eynsham Drive,Abbey Wood,London,Greenwich,,SE2 9PT,2083172639.0,Dr,Temi,Ladenika,www.pulseandwater.co.uk,,,12.0,Dr Temi Ladenika
141352,Trinity Church of England Primary School,305,Bromley,Academy sponsor led,Primary,Princes Plain,,,Bromley,Kent,BR2 8LD,2084622443.0,Miss,Sarah,Kilbey,www.trinityceprimary.school,2143.0,AQUINAS CHURCH OF ENGLAND EDUCATION TRUST LIMITED,341.0,Miss Sarah Kilbey
141411,Big Creative Independent School,320,Waltham Forest,Other independent school,Not applicable,Uplands House,Blackhorse Lane,Walthamstow,Walthamstow,,E17 5QJ,2038735800.0,Mr,Ian,Morton,,,,12.0,Mr Ian Morton
141481,St Vincent's Catholic Primary School,305,Bromley,Academy converter,Primary,Harting Road,Mottingham,,London,,SE9 4JR,2088575134.0,Mrs,Juliana,Gonzalez,www.st-vincents.bromley.sch.uk,17515.0,ST OSCAR ROMERO CATHOLIC ACADEMY TRUST,209.0,Mrs Juliana Gonzalez
141482,St Philomena's Primary School,305,Bromley,Academy converter,Primary,Chelsfield Road,,,Orpington,Kent,BR5 4DR,1689826550.0,Miss,Veronica,Maher,www.st-philomenas.bromley.sch.uk,17515.0,ST OSCAR ROMERO CATHOLIC ACADEMY TRUST,202.0,Miss Veronica Maher
141529,St Nicholas Church of England Primary,305,Bromley,Academy converter,Primary,School Road,,,Chislehurst,Kent,BR7 5PQ,2084672993.0,Mrs,Laura,Williams,www.stnicholasceprimary.co.uk/,2143.0,AQUINAS CHURCH OF ENGLAND EDUCATION TRUST LIMITED,215.0,Mrs Laura Williams
141535,St Mary's Catholic Primary School,305,Bromley,Academy converter,Primary,Westgate Road,,,Beckenham,Kent,BR3 5DE,2086502355.0,Mrs,Isobel,Vassallo,www.st-marys-catholic.bromley.sch.uk,4745.0,ST MARY'S CATHOLIC PRIMARY SCHOOL,411.0,Mrs Isobel Vassallo
141549,Drapers' Maylands Primary School,311,Havering,Free schools,Primary,Settle Road,,,Romford,Essex,RM3 9XR,1708371331.0,,Trudy,Spillane,www.drapersmaylands.com,2958.0,DRAPERS' MULTI-ACADEMY TRUST,361.0,Trudy Spillane
141561,Rosedale Primary School,312,Hillingdon,Academy sponsor led,Primary,Wood End Green Road,,,Hayes,Middlesex,UB3 2SE,2085737103.0,Mrs,Niela,Bamber,www.therosedalehewensacademytrust.co.uk/,4397.0,THE ROSEDALE HEWENS ACADEMY TRUST,405.0,Mrs Niela Bamber
141566,St Joseph's Catholic Primary School,305,Bromley,Academy converter,Primary,Plaistow Lane,,,Bromley,Kent,BR1 3JQ,2084601976.0,,Clare,Cribben,www.st-josephs.bromley.sch.uk,17515.0,ST OSCAR ROMERO CATHOLIC ACADEMY TRUST,189.0,Clare Cribben
141567,St Mark's Church of England Primary School,305,Bromley,Academy converter,Primary,St Mark's Ce Primary School,Aylesbury Road,,Bromley,Kent,BR2 0QR,2084600524.0,Mr,Christopher,Hollands,www.st-marks.bromley.sch.uk,2143.0,AQUINAS CHURCH OF ENGLAND EDUCATION TRUST LIMITED,387.0,Mr Christopher Hollands
141576,Northwold Primary School,204,Hackney,Academy converter,Primary,Northwold Road,Clapton,,London,,E5 8RN,2088066352.0,,Maureen,Okoye,www.northwoldschool.com,16306.0,ARBOR ACADEMY TRUST,308.0,Maureen Okoye
141577,Drapers' Pyrgo Priory School,311,Havering,Academy converter,Primary,Settle Road,Harold Hill,,Romford,Essex,RM3 9RT,1708342165.0,Ms,Trudy,Spillane,http://draperspyrgo.com/,2958.0,DRAPERS' MULTI-ACADEMY TRUST,320.0,Ms Trudy Spillane
141605,The Bridge Integrated Learning Space,206,Islington,Free schools special,Not applicable,1 Dowrey Street,,,London,,N1 0HY,2076191000.0,Mr,Edward,Ashcroft,www.thebridgetrust.academy,5461.0,THE BRIDGE MAT LTD,31.0,Mr Edward Ashcroft
141606,Pentland Field School,312,Hillingdon,Free schools special,Not applicable,Pentland Way,Ickenham,,Uxbridge,Middlesex,UB10 8TS,1895806520.0,Mr,Ivan,Talbott,www.pentlandfieldschool.co.uk,3004.0,THE EDEN ACADEMY,171.0,Mr Ivan Talbott
141613,Midfield Primary School,305,Bromley,Academy converter,Primary,Grovelands Road,St Paul's Cray,,Orpington,Kent,BR5 3EG,2083006161.0,Mr,Dan,Osborn,www.midfield.bromley.sch.uk,3496.0,THE SPRING PARTNERSHIP TRUST,474.0,Mr Dan Osborn
141617,The Hurlingham Academy,205,Hammersmith and Fulham,Academy sponsor led,Secondary,Peterborough Road,Fulham,,London,,SW6 3ED,2077312581.0,Mr,Leon,Wilson,www.thehurlinghamacademy.org.uk,5143.0,UNITED LEARNING TRUST,728.0,Mr Leon Wilson
141651,Thames View Junior School,301,Barking and Dagenham,Academy sponsor led,Primary,Samuel Ferguson Place,,Bastable Avenue,Barking,Essex,IG11 0LG,2045119240.0,Mr,James,Smith,www.thamesviewjunior.com,5485.0,PARTNERSHIP LEARNING,371.0,Mr James Smith
141666,Angel Oak Academy,210,Southwark,Academy sponsor led,Primary,Burcher Gale Grove,,Peckham,London,,SE15 6FL,2077033125.0,Ms,Claire,Mitchell,https://angeloakacademy.org/,4836.0,STEP ACADEMY TRUST,407.0,Ms Claire Mitchell
141672,St Andrew and St Francis CofE Primary School,304,Brent,Academy sponsor led,Primary,Belton Road,Brent,,London,,NW2 5PE,2084591636.0,Ms,Lisa,Collins,www.standrewandstfrancis.org,3703.0,LDBS ACADEMIES TRUST,438.0,Ms Lisa Collins
141683,The Sydney Russell School,301,Barking and Dagenham,Academy converter,All-through,Parsloes Avenue,,,Dagenham,Essex,RM9 5QT,2039599900.0,Mrs,Clare,Cross,http://sydneyrussellschool.com/,5485.0,PARTNERSHIP LEARNING,2640.0,Mrs Clare Cross
141685,Langford Primary School,205,Hammersmith and Fulham,Academy sponsor led,Primary,Gilstead Road,Fulham,,London,,SW6 2LG,2077364045.0,Mr,Seamus,Gibbons,www.langfordprimary.org.uk,5143.0,UNITED LEARNING TRUST,338.0,Mr Seamus Gibbons
141701,PhoenixPlace,210,Southwark,Other independent special school,Not applicable,7a Badsworth Road,,,London,,SE5 0JG,2077037189.0,Mrs,Sophie,Nelson,www.phoenixplace.co.uk,,,35.0,Mrs Sophie Nelson
141716,St Thomas More Catholic Comprehensive School,203,Greenwich,Academy converter,Secondary,Footscray Road,Eltham,,London,,SE9 2SU,2088506700.0,Mr,Stuart,Sharp,http://www.stmcomprehensive.org/,17515.0,ST OSCAR ROMERO CATHOLIC ACADEMY TRUST,641.0,Mr Stuart Sharp
141718,Ryefield Primary School,312,Hillingdon,Academy converter,Primary,Ryefield Avenue,Hillingdon,,Uxbridge,Middlesex,UB10 9DE,1895547036.0,,Colin,Tucker,http://www.ryefieldprimary.org.uk,5482.0,VANGUARD LEARNING TRUST,416.0,Colin Tucker
141734,Lime Academy Larkswood,320,Waltham Forest,Academy converter,Primary,New Road,,,London,,E4 8ET,2085294979.0,Ms,Ellie,Metcalf,www.limeacademylarkswood.org,5470.0,LIME TRUST,585.0,Ms Ellie Metcalf
141748,Walthamstow Primary Academy,320,Waltham Forest,Free schools,Primary,Billet Road,Waltham Forest,Walthamstow,London,,E17 5DP,2034753490.0,Mr,James,Hucknall,https://www.walthamstowprimaryacademy.org.uk/,5143.0,UNITED LEARNING TRUST,171.0,Mr James Hucknall
141750,Halley House School,204,Hackney,Free schools,Primary,52-58 Arcola Street,Hackney,,London,,E8 2DJ,2075040548.0,Mr,Tobias,Mills-Bishop,www.halleyhouseschool.org.uk,2288.0,BELLEVUE PLACE EDUCATION TRUST,188.0,Mr Tobias Mills-Bishop
141751,Kilburn Grange School,304,Brent,Free schools,Primary,Priory Park Road,Kilburn,Brent,London,,NW6 7UJ,2075040547.0,Ms,Helen,Khinich,,2288.0,BELLEVUE PLACE EDUCATION TRUST,205.0,Ms Helen Khinich
141764,Castle Hill Primary School,314,Kingston upon Thames,Academy converter,Primary,Buckland Road,,,Chessington,Surrey,KT9 1JE,2083972006.0,Mrs,Dalene,Johnson,https://castlehill-kingston.co.uk/,5529.0,CASTLE HILL ACADEMIES TRUST,523.0,Mrs Dalene Johnson
141784,Hawes Down Primary School,305,Bromley,Academy converter,Primary,The Mead,,,West Wickham,Kent,BR4 0BA,2086394600.0,Ms,Helen,Bretherick,http://www.hdps.org.uk/,5633.0,IMPACT MULTI ACADEMY TRUST,443.0,Ms Helen Bretherick
141808,Saint Cecilia's Church of England School,212,Wandsworth,Academy converter,Secondary,Sutherland Grove,,,London,,SW18 5JR,2087801244.0,Mrs,Renata,Joseph,www.saintcecilias.london,5538.0,SAINT CECILIA'S CHURCH OF ENGLAND SCHOOL,1106.0,Mrs Renata Joseph
141859,Footsteps Trust,309,Haringey,Other independent school,Not applicable,New River Sports Centre,White Hart Lane,Wood Green,London,,N22 5QW,2088814050.0,Mr,Christopher,Hall,Footstepstrust.com,,,38.0,Mr Christopher Hall
141862,The Kingston Academy,314,Kingston upon Thames,Free schools,Secondary,Richmond Road,,,Kingston upon Thames,Surrey,KT2 5PE,2084656200.0,Ms,Sophie,Cavanagh,www.thekingstonacademy.org,17564.0,KINGSTON EDUCATIONAL TRUST,1178.0,Ms Sophie Cavanagh
141866,Lessness Heath Primary School,303,Bexley,Academy sponsor led,Primary,Erith Road,,,Belvedere,Kent,DA17 6HB,1322433290.0,Miss,Ann-Marie,Bolton,www.lessnessheath-bexley.co.uk/,4245.0,THE PRIMARY FIRST TRUST,658.0,Miss Ann-Marie Bolton
141876,Green Wrythe Primary School,319,Sutton,Academy sponsor led,Primary,Green Wrythe Lane,,,Carshalton,Surrey,SM5 1JP,2086484989.0,,Anoushka,De Sampayo,www.greenwrythe.org.uk/,5452.0,GREENSHAW LEARNING TRUST,277.0,Anoushka De Sampayo
141889,Fairford Academy Barnehurst,303,Bexley,Academy sponsor led,Primary,Fairford Avenue,Barnehurst,,Bexleyheath,Kent,DA7 6QP,1322333998.0,Ms,Aman,Aujla,https://www.fairfordacademy.org/,5645.0,ILLUMINATE MINDS TRUST,528.0,Ms Aman Aujla
141896,Cudham Church of England Primary School,305,Bromley,Academy converter,Primary,Jail Lane,Biggin Hill,,Westerham,Kent,TN16 3AX,1959572673.0,Ms,Lisa,Askew,www.cudham.bromley.sch.uk,2143.0,AQUINAS CHURCH OF ENGLAND EDUCATION TRUST LIMITED,49.0,Ms Lisa Askew
141902,Greenside Primary School,205,Hammersmith and Fulham,Academy converter,Primary,Westville Road,Hammersmith,,London,,W12 9PT,2087436421.0,Mr,Darrell,Butler,www.greensideschool.org/,3025.0,THE ELLIOT FOUNDATION ACADEMIES TRUST,218.0,Mr Darrell Butler
141907,Holy Innocents Catholic Primary School,305,Bromley,Academy converter,Primary,Mitchell Road,,,Orpington,Kent,BR6 9JT,1689813040.0,Mrs,Catherine,Bacon,www.holyinnocents.bromley.sch.uk,17515.0,ST OSCAR ROMERO CATHOLIC ACADEMY TRUST,275.0,Mrs Catherine Bacon
141925,St Helen's Catholic Primary School,316,Newham,Academy converter,Primary,Chargeable Lane,,,London,,E13 8DW,2074761785.0,Miss,Claire,Doherty,www.st-helens.newham.sch.uk/,5621.0,OUR LADY OF GRACE CATHOLIC ACADEMY TRUST,476.0,Miss Claire Doherty
141927,St Joachim's Catholic Primary School,316,Newham,Academy converter,Primary,Shipman Road,Custom House,,London,,E16 3DT,2074761658.0,Mr,James,Allen,www.st-joachims.newham.sch.uk/,5621.0,OUR LADY OF GRACE CATHOLIC ACADEMY TRUST,359.0,Mr James Allen
141931,The Cardinal Vaughan Memorial RC School,207,Kensington and Chelsea,Academy converter,Secondary,89 Addison Road,,,London,,W14 8BZ,2076038478.0,Mr,Paul,Stubbings,http://www.cvms.co.uk/,17539.0,SAINT JOHN SOUTHWORTH CATHOLIC ACADEMY TRUST,1024.0,Mr Paul Stubbings
141957,Parkwood Hall Co-Operative Academy,207,Kensington and Chelsea,Academy special converter,Not applicable,Beechenlea Lane,,,Swanley,Kent,BR8 8DR,1322664441.0,Mr,Simon,Collins,www.parkwoodhall.co.uk,5663.0,PARKWOOD HALL CO-OPERATIVE ACADEMY TRUST,135.0,Mr Simon Collins
141963,Turing House School,318,Richmond upon Thames,Free schools,Secondary,Hospital Bridge Road,,,Twickenham,,TW2 6LH,2080696100.0,,Martin,O'Sullivan,https://www.turinghouseschool.org.uk/,4421.0,RUSSELL EDUCATION TRUST,1006.0,Martin O'Sullivan
141976,Burnt Oak Junior School,303,Bexley,Academy sponsor led,Primary,Burnt Oak Lane,,,Sidcup,Kent,DA15 9DA,2083005854.0,Miss,Kimberley,Snow,https://burntoak.bexley.sch.uk/,4209.0,THE PIONEER ACADEMY,245.0,Miss Kimberley Snow
141989,Bromley Beacon Academy,305,Bromley,Academy special sponsor led,Not applicable,Avalon Road,,,Orpington,Kent,BR6 9BD,1689821205.0,Headteacher,Philip,Tagoe,http://bromleybeaconacademy-bromley.org.uk/,2465.0,LONDON SOUTH EAST ACADEMIES TRUST,173.0,Headteacher Philip Tagoe
142012,Deer Park School,318,Richmond upon Thames,Free schools,Primary,389 Richmond Road,,,Twickenham,Surrey,TW1 2EF,2083534248.0,Mr,Alex,Lee,http://www.deerparkschool.org.uk,2288.0,BELLEVUE PLACE EDUCATION TRUST,389.0,Mr Alex Lee
142033,Orion Mead Road,305,Bromley,Academy sponsor led,Primary,Mead Road Infant School,Mead Road,,Chislehurst,Kent,BR7 6AD,2084671730.0,Ms,Ruth,De Graft Incoom,www.orionmeadroad.org.uk,3015.0,ORION EDUCATION,79.0,Ms Ruth De Graft Incoom
142040,Orchard Park High School,306,Croydon,Academy sponsor led,Secondary,Orchard Way,Shirley,,Croydon,Surrey,CR0 7NJ,2087760220.0,Mrs,Carly,Moran,www.orchardparkhigh.co.uk,5452.0,GREENSHAW LEARNING TRUST,634.0,Mrs Carly Moran
142050,Lime Academy Forest Approach,311,Havering,Academy special sponsor led,Not applicable,Settle Road,Harold Hill,,Romford,Essex,RM3 9YA,1708343649.0,Ms,Vicky,Mummery,http://limeacademyforestapproach.org/,5470.0,LIME TRUST,129.0,Ms Vicky Mummery
142090,The Belham Primary School,210,Southwark,Free schools,Primary,165 Bellenden Road,,,London,,SE15 4DG,2083534290.0,Ms,Alison,Sprakes,www.thebelhamprimaryschool.org.uk,16334.0,THE CHARTER SCHOOLS EDUCATIONAL TRUST,388.0,Ms Alison Sprakes
142110,Ark Byron Primary Academy,307,Ealing,Free schools,Primary,The Vale,Acton,,London,,W3 7JT,2031100787.0,Mrs,Rebecca,Ross-Wood,https://arkbyron.org,2157.0,ARK SCHOOLS,414.0,Mrs Rebecca Ross-Wood
142112,Hackney New Primary School,204,Hackney,Free schools,Primary,2 Downham Road,,,London,,N1 5FR,2030193470.0,Headteacher,Marya,Afreedi,http://hackneynewprimaryschool.org,16434.0,EKO TRUST,337.0,Headteacher Marya Afreedi
142114,Watling Park School,302,Barnet,Free schools,Primary,Pavilion Way,Burnt Oak,,Barnet,,HA8 9YA,2083534249.0,Mrs,Liz,Haynes,www.watlingparkschool.org.uk,2288.0,BELLEVUE PLACE EDUCATION TRUST,404.0,Mrs Liz Haynes
